page,token,pos,counts,cumulative_sum
196,simple,JJ,1,6
196,poor,JJ,1,12
196,vast,JJ,1,8
196,ancient,JJ,1,4
196,normally,RB,1,1
196,perilous,JJ,1,1
196,saw,VBD,1,19
196,reading,VBG,1,3
196,cosmopolitan,NNP,1,1
196,two,CD,1,54
196,menu,NN,1,1
196,negative,JJ,1,3
196,seeing,VBG,1,3
196,thing,NN,1,84
196,dog,NN,1,1
196,mal,NNP,1,1
196,strong,JJ,1,6
196,way,NN,1,42
196,hotel,NNP,1,1
196,middle,JJ,1,10
196,soft,JJ,1,1
196,half,RB,1,20
196,modern,JJ,1,38
196,know,VBP,1,43
196,closely,RB,1,2
196,fact,NN,1,5
196,beauty,NN,1,3
196,believe,VB,1,8
196,something,NN,1,28
196,die,NN,1,3
196,older,JJR,1,2
196,often,RB,1,16
196,think,VB,1,40
207,work,VB,1,13
207,dregs,NNS,1,1
207,accurate,JJ,1,4
218,city,NNP,1,2
218,pilar,NNP,1,1
218,second,JJ,1,11
218,mention,NN,1,2
218,cast,VBD,1,5
218,poor,JJ,1,13
218,eastern,NNP,1,4
218,relate,VB,1,1
218,manners,NNS,1,2
218,bred,VBN,1,1
218,worldly,JJ,1,2
218,mottled,JJ,1,5
218,shepherd,NN,1,1
218,however,RB,1,11
218,badly,RB,1,5
218,much,JJ,1,40
207,believe,VB,1,9
218,praise,VBP,1,5
218,brown,JJ,1,10
218,dressed,VBN,1,2
218,inn,NN,1,1
218,done,VBN,1,24
218,class,NN,1,10
218,shall,MD,1,14
218,meet,VB,1,2
218,proceed,VB,1,1
218,passionate,JJ,1,2
218,imperial,NNP,1,1
218,part,NN,1,28
218,disgusted,JJ,1,1
218,deacon,NN,1,7
218,company,NN,1,3
218,village,NN,1,1
218,jeering,VBG,1,1
218,concern,NN,1,1
217,great,JJ,1,105
217,emperor,NN,1,4
217,one,NN,1,234
217,right,JJ,1,23
217,nonsense,NN,1,5
217,sentence,NN,1,7
218,particularly,RB,1,4
218,second,NNP,1,12
218,move,VB,1,4
218,plot,NN,1,1
218,entering,VBG,1,1
218,previously,RB,1,1
218,intolerable,JJ,1,1
218,good,JJ,1,74
218,loud,JJ,1,1
218,conclude,VB,1,1
218,smart,JJ,1,1
218,though,IN,1,46
218,bad,JJ,1,44
218,regularly,RB,1,2
218,certain,JJ,1,33
218,quite,RB,1,32
218,yet,RB,1,29
218,man,NN,1,174
218,come,VBN,1,24
218,caste,NN,1,1
218,bishop,NN,1,5
218,lost,VBD,1,10
218,upon,IN,1,99
218,greater,JJR,1,5
218,sitting,VBG,1,3
218,shave,VB,1,1
219,bravo,NN,1,1
219,humiliating,JJ,1,2
219,bishop,NN,1,6
219,half,JJ,1,21
219,imperial,JJ,1,2
219,know,VBP,1,44
219,company,NN,1,4
219,long,NNP,1,36
219,horror,NN,1,1
219,stall,VBP,1,1
219,lantern,NN,1,1
219,low,JJ,1,7
219,awake,RB,1,1
219,presence,NN,1,2
219,poor,JJ,1,14
219,ground,NN,1,2
219,wicked,JJ,1,1
219,journey,NN,1,8
219,worldly,JJ,1,3
219,blessed,VBN,1,2
219,sew,VB,1,1
219,leaning,VBG,1,1
219,headless,JJ,1,1
219,reverend,NNP,1,1
219,sides,NNS,1,2
219,life,NN,1,25
219,risen,VBN,1,1
219,sent,VBD,1,3
219,shall,MD,1,15
219,natural,JJ,1,6
219,way,NN,1,43
219,evil,NNP,1,3
218,call,VBP,1,9
219,boor,NN,1,1
218,tell,VB,1,13
218,word,NN,1,42
218,made,VBN,1,39
218,fear,NN,1,4
218,great,JJ,1,106
218,dinner,NN,1,2
218,continue,VB,1,2
218,may,MD,1,82
218,council,NN,1,3
218,lest,IN,1,2
219,door,NN,1,2
219,sewed,VBD,1,1
219,lay,VBD,1,10
219,manner,NN,1,2
219,shook,VBD,1,1
219,secretly,RB,1,1
219,world,NN,1,31
219,rushing,VBG,1,1
219,saying,VBG,1,17
219,rest,NN,1,9
219,rustic,JJ,1,1
219,cut,VB,1,3
219,ready,JJ,1,1
219,enter,VBP,1,1
219,dead,JJ,1,12
219,wake,VBP,1,1
219,lying,VBG,1,7
219,smart,JJ,1,2
219,straw,NN,1,1
217,value,NN,1,5
217,tell,VB,1,14
217,west,NNP,1,10
216,modern,JJ,1,39
216,second,JJ,1,13
216,condemned,VBD,1,1
216,trinity,NN,1,1
216,saintly,JJ,1,3
216,turned,VBD,1,6
216,opinion,NN,1,3
216,alas,UH,1,1
216,indeed,RB,1,11
216,much,JJ,1,41
216,moment,NN,1,14
216,enormous,JJ,1,13
216,give,VBP,1,20
216,true,JJ,1,45
216,disjunctive,JJ,1,1
216,use,NN,1,22
216,make,VB,1,26
216,parson,NNP,1,1
216,pronouncement,NN,1,2
216,devil,NNP,1,3
216,say,VB,1,67
216,enough,JJ,1,18
216,low,JJ,1,8
216,west,NNP,1,11
216,sitting,VBG,1,4
216,see,VB,1,41
216,known,VBN,1,9
216,great,JJ,1,107
216,like,VB,1,63
216,perhaps,RB,1,26
216,know,VB,1,45
216,polite,JJ,1,1
217,find,VB,1,18
216,object,NN,1,3
216,rhine,NNP,1,1
216,embrace,VBP,1,1
216,already,RB,1,9
216,cutting,VBG,1,6
216,carried,VBN,1,5
216,mystery,NN,1,4
216,history,NN,1,20
216,best,JJS,1,8
216,revere,VBP,1,3
216,image,NN,1,2
216,saying,VBG,1,18
216,must,MD,1,43
216,dignify,VBP,1,1
216,vast,JJ,1,9
216,sacred,JJ,1,1
216,valley,NNP,1,7
216,lyric,NN,1,1
216,storehouse,NN,1,1
216,clerk,NNP,1,1
216,allegiance,NN,1,1
216,swiss,JJ,1,1
216,wrote,VBD,1,17
216,sublime,JJ,1,1
216,well,RB,1,43
216,finally,RB,1,2
216,bishop,NN,1,7
216,work,NN,1,14
216,whatsoever,RB,1,1
216,amount,NN,1,5
217,swarm,NN,1,1
217,registered,VBD,1,1
217,temper,NN,1,1
217,making,VBG,1,6
217,condemned,VBN,1,2
217,acquainted,VBN,1,2
217,also,RB,1,67
217,error,NN,1,6
217,doctrine,NN,1,5
217,worthy,JJ,1,1
217,ignorance,NN,1,1
217,think,VBP,1,41
217,primitive,JJ,1,1
217,expect,VB,1,3
217,famous,JJ,1,9
217,fury,NN,1,1
217,back,RB,1,10
217,hatred,NN,1,3
217,still,RB,1,40
217,give,VBP,1,21
217,alone,RB,1,5
217,barbaric,JJ,1,1
217,disjunctive,JJ,1,2
217,ignorant,JJ,1,6
217,general,NNP,1,17
217,say,VB,1,68
217,offer,VBP,1,1
217,bambino,NNP,1,1
217,god,NNP,1,14
217,jumble,VBP,1,1
217,upside,RB,1,1
217,matter,NN,1,27
217,gibbon,NNP,1,9
217,taken,VBN,1,8
217,unholy,JJ,1,1
217,mere,JJ,1,14
217,meant,VBD,1,5
217,point,NN,1,13
217,said,VBD,1,69
217,difficulty,NN,1,4
217,empire,NN,1,5
217,history,NN,1,21
217,thought,VBD,1,23
217,vain,JJ,1,2
217,would,MD,1,177
217,glad,JJ,1,3
217,observance,NN,1,1
217,though,IN,1,47
217,led,VBD,1,6
217,east,NNP,1,3
217,distinguish,VBP,1,1
217,howler,NN,1,1
217,understand,VB,1,12
217,holy,JJ,1,1
217,phrase,NN,1,9
217,rushed,VBD,1,1
217,hat,NN,1,5
217,wishing,VBG,1,1
217,fold,NN,1,1
217,men,NNS,1,103
217,clung,VBZ,1,1
217,particular,JJ,1,19
217,exactly,RB,1,11
217,stand,VB,1,11
217,lost,VBN,1,11
217,universal,JJ,1,2
219,get,VB,1,19
219,kept,VBD,1,5
219,attend,VB,1,1
222,subject,NN,1,13
222,want,VB,1,3
222,novelty,NN,1,2
222,caddishness,NN,1,5
222,suddenly,RB,1,5
222,good,JJ,1,75
222,world,NN,1,32
222,friend,NN,1,10
222,head,NN,1,12
222,rest,NN,1,10
222,book,NN,1,20
222,run,NN,1,8
222,dislike,VB,1,5
222,idea,NN,1,7
222,justice,NN,1,1
222,instruction,NN,1,1
222,applied,VBN,1,1
222,receive,VB,1,1
222,thing,NN,1,85
222,rich,JJ,1,18
222,man,NN,1,175
222,advantage,NN,1,2
222,interested,JJ,1,3
222,last,JJ,1,34
222,avoid,VBP,1,3
222,ascribe,VB,1,1
222,correspondence,NN,1,1
222,upon,IN,1,100
222,drawback,NN,1,2
222,purpose,NN,1,2
222,research,NN,1,2
222,appalling,JJ,1,1
222,long,JJ,1,37
222,eager,JJ,1,1
221,food,NN,1,7
221,think,VB,1,42
221,even,RB,1,65
221,back,RB,1,11
221,could,MD,1,65
221,cad,NNP,1,9
221,say,VB,1,69
221,useful,JJ,1,6
221,large,JJ,1,14
221,detailed,JJ,1,3
221,get,VB,1,20
221,always,RB,1,25
221,time,NN,1,53
221,thinking,VBG,1,3
221,truth,NN,1,24
221,hesitation,NN,1,2
221,together,RB,1,5
221,poverty,NN,1,2
221,away,RP,1,14
221,without,IN,1,27
221,government,NNP,1,14
221,uneatable,JJ,1,1
221,days,NNS,1,17
221,wish,VBP,1,8
221,never,RB,1,36
222,accident,NN,1,4
222,reference,NN,1,5
222,read,VBP,1,25
222,number,NN,1,22
222,making,VBG,1,7
222,guidance,NN,1,1
221,clerk,NN,1,2
223,particularly,RB,1,5
223,question,NN,1,5
223,expense,NN,1,2
223,fair,JJ,1,4
223,require,VB,1,1
223,pest,NN,1,1
223,market,NN,1,4
223,gentleman,NN,1,5
223,best,JJS,1,9
223,would,MD,1,178
223,description,NN,1,6
223,agriculture,NNP,1,1
223,exotic,JJ,1,1
223,sale,NN,1,1
223,strongly,RB,1,5
223,international,NNP,1,1
223,set,VBN,1,10
223,determine,VB,1,3
223,information,NN,1,2
223,apart,RB,1,6
223,shyness,NN,1,1
223,instance,NN,1,20
223,sister,NN,1,3
223,particular,JJ,1,20
223,took,VBD,1,13
223,aside,RB,1,2
223,advice,NN,1,3
223,civilian,JJ,1,1
223,negotiate,VB,1,1
223,difficult,JJ,1,10
223,soldier,NN,1,3
222,never,RB,1,37
222,fatal,JJ,1,2
222,desire,VBP,1,12
222,also,RB,1,68
222,complete,JJ,1,2
222,afford,VB,1,2
222,successful,JJ,1,1
222,hope,VBP,1,6
222,remark,NN,1,2
222,ignorance,NN,1,2
222,doubt,NN,1,9
222,new,JJ,1,22
222,fatuous,JJ,1,1
222,privately,RB,1,1
222,naturally,RB,1,2
222,enormous,JJ,1,14
222,still,RB,1,41
222,genially,RB,1,1
222,next,JJ,1,9
222,first,JJ,1,46
222,true,JJ,1,46
222,nature,NN,1,3
222,shall,MD,1,16
222,pointed,VBD,1,3
222,millions,NNS,1,5
222,title,NN,1,3
222,many,JJ,1,35
222,see,VB,1,42
222,demand,NN,1,1
222,made,VBN,1,40
222,volume,NN,1,5
222,speak,VBP,1,3
221,valuable,JJ,1,4
221,engaged,VBN,1,3
219,gone,VBN,1,8
220,effect,NN,1,16
220,colleague,NN,1,1
220,heighten,VB,1,1
220,saw,VBD,1,20
220,crowd,NN,1,1
220,thing,NN,1,86
220,lower,JJR,1,2
220,men,NNS,1,104
220,hierarchy,NN,1,1
220,astonishing,JJ,1,3
220,bishop,NN,1,8
220,avoid,VB,1,4
220,dumb,JJ,1,2
220,half,NN,1,22
220,making,VBG,1,8
220,believe,VB,1,10
220,thrust,VBN,1,2
220,go,VBP,1,23
220,companion,NN,1,5
220,hoped,VBN,1,2
220,ear,NN,1,1
220,take,VB,1,32
220,wicked,JJ,1,2
220,however,RB,1,12
220,unbeliever,NN,1,1
220,sound,VB,1,5
220,shame,NN,1,1
220,unlikely,JJ,1,1
220,proof,NN,1,5
220,silly,JJ,1,8
220,dead,JJ,1,13
220,serve,VBP,1,3
220,true,JJ,1,47
220,must,MD,1,44
219,town,NN,1,17
219,many,JJ,1,36
219,morning,NN,1,7
219,see,VB,1,43
219,right,NNP,1,24
219,dawn,NN,1,3
219,like,IN,1,64
219,one,CD,1,235
219,mounting,VBG,1,1
219,ever,RB,1,23
219,beside,IN,1,2
220,astonishment,NN,1,1
220,cruelty,NN,1,1
220,trouble,NN,1,4
220,chronicler,NN,1,1
220,city,NN,1,3
220,instead,RB,1,4
220,sewed,VBN,1,2
220,point,NN,1,14
220,rode,VBD,1,3
220,break,NN,1,1
220,cutting,VBG,1,7
220,gate,NN,1,1
220,whereby,WRB,1,2
220,darkness,NN,1,3
220,would,MD,1,179
220,miracle,NN,1,2
220,certainly,RB,1,10
220,note,VB,1,10
220,veracious,JJ,1,1
220,life,NN,1,26
221,heavy,JJ,1,4
221,noisy,JJ,1,1
221,sure,JJ,1,5
221,mine,NN,1,2
221,venturesome,JJ,1,1
221,war,NN,1,18
221,pretty,RB,1,5
221,every,DT,1,30
221,idea,NN,1,8
221,wealthy,JJ,1,10
221,wrote,VBD,1,18
221,prepared,VBD,1,2
221,risk,NN,1,1
221,told,VBD,1,12
221,man,NN,1,176
221,public,NN,1,16
221,last,JJ,1,35
221,work,NN,1,15
221,getting,VBG,1,9
221,department,NN,1,6
221,considerable,JJ,1,2
221,similarly,RB,1,2
221,talking,VBG,1,7
221,memorandum,NN,1,1
221,long,JJ,1,38
221,nothing,NN,1,23
221,outlay,NN,1,1
221,added,VBD,1,8
221,careless,JJ,1,1
221,poor,JJ,1,15
221,error,NN,1,7
221,three,CD,1,12
221,subject,JJ,1,14
220,could,MD,1,66
221,minx,NN,1,1
220,end,VB,1,12
220,many,JJ,1,37
220,shall,MD,1,17
220,god,NNP,1,15
220,get,VB,1,21
220,power,NN,1,15
220,abreast,NN,1,1
220,really,RB,1,14
220,deacon,NN,1,8
220,confused,VBN,1,3
220,holiness,NN,1,1
220,many,JJ,1,38
220,morning,NN,1,8
220,light,JJ,1,12
220,evil,JJ,1,4
220,day,NN,1,43
220,thus,RB,1,14
220,action,NN,1,7
220,may,MD,1,83
220,one,CD,1,236
220,tale,NN,1,2
220,right,NN,1,25
220,later,RB,1,6
221,accident,NN,1,5
221,modestly,RB,1,3
221,pointing,VBG,1,1
221,rid,JJ,1,2
221,instead,RB,1,5
221,inspired,VBN,1,1
216,rhythm,NN,1,1
216,reserved,VBD,1,1
215,z,SYM,1,1
210,continued,VBD,1,1
210,old,JJ,1,41
210,quite,RB,1,33
210,yet,RB,1,30
210,cup,NN,1,3
210,work,VB,1,16
210,hear,VB,1,4
210,modern,JJ,1,40
210,believe,VB,1,11
210,older,JJR,1,3
210,added,VBD,1,9
210,difficult,JJ,1,11
210,afford,VB,1,3
210,assured,VBD,1,1
210,oh,UH,1,5
210,indeed,RB,1,12
210,picked,VBD,1,2
210,office,NNP,1,2
210,printed,VBN,1,1
210,shame,NN,1,2
210,fixed,VBN,1,1
210,give,VB,1,22
210,put,VBD,1,15
210,sent,VBD,1,4
210,butter,NN,1,4
210,cunning,JJ,1,1
210,always,RB,1,26
210,royalty,NN,1,1
210,central,NNP,1,3
210,mouth,NN,1,3
210,smile,NN,1,1
210,trade,NN,1,9
210,basis,NN,1,4
210,taxation,NN,1,2
209,put,VB,1,16
209,counter,NN,1,1
209,say,VBP,1,70
209,serving,VBG,1,2
209,get,VB,1,22
209,time,NN,1,54
209,better,JJR,1,10
209,fourpence,NN,1,5
209,sitting,VBG,1,5
209,tell,VB,1,15
209,together,RB,1,6
209,lieve,NN,1,1
209,nine,CD,1,3
209,ever,RB,1,24
209,never,RB,1,38
210,terrible,JJ,1,1
210,author,NN,1,2
210,people,NNS,1,66
210,ninepence,JJ,1,1
210,custom,NN,1,3
210,got,VBD,1,20
210,pester,VB,1,1
210,keep,VB,1,5
210,believe,VB,1,12
210,eagerly,RB,1,1
210,look,NN,1,16
210,idea,NN,1,9
210,phrase,NN,1,10
210,sadly,RB,1,1
210,family,NN,1,3
210,sold,VBN,1,3
209,crush,NN,1,1
211,far,RB,1,24
211,achievement,NN,1,1
211,ascribe,VBP,1,2
211,took,VBD,1,14
211,bed,NN,1,4
211,keeping,VBG,1,2
211,often,RB,1,17
211,added,VBD,1,10
211,go,VBP,1,24
211,sir,NNP,1,7
211,hoped,VBN,1,3
211,mind,NN,1,37
211,poet,NN,1,27
211,hope,NN,1,7
211,dreadful,JJ,1,2
211,father,NN,1,3
211,think,VBP,1,43
211,vacant,JJ,1,1
211,ago,RB,1,12
211,streets,NNS,1,4
211,creep,VB,1,1
211,true,JJ,1,48
211,lot,NN,1,6
211,done,VBN,1,25
211,lesser,JJR,1,1
211,cough,NN,1,1
211,gone,VBN,1,9
211,many,JJ,1,39
211,stunner,NN,1,1
211,tell,VB,1,16
211,last,JJ,1,36
211,knew,VBD,1,12
210,representation,NN,1,1
211,men,NNS,1,105
210,without,IN,1,28
210,usually,RB,1,7
210,sell,VB,1,2
210,never,RB,1,39
211,secret,NN,1,3
211,find,VBP,1,19
211,death,NN,1,16
211,apparently,RB,1,3
211,whether,IN,1,12
211,doubtfully,RB,1,1
211,root,NN,1,4
211,would,MD,1,180
211,style,NN,1,4
211,return,VB,1,5
211,good,JJ,1,76
211,excuse,VB,1,1
211,occur,VB,1,2
211,interrupted,VBN,1,1
211,dictionary,NN,1,1
211,trick,NN,1,5
211,reward,NN,1,1
211,two,CD,1,55
211,deleterious,JJ,1,1
211,habit,NN,1,7
211,walk,VBP,1,3
211,sadly,RB,1,2
211,proportionate,JJ,1,1
211,trade,NN,1,10
211,told,VBN,1,13
209,could,MD,1,67
209,brown,JJ,1,11
211,possible,JJ,1,10
207,scum,NN,1,1
207,like,VB,1,65
207,might,MD,1,27
207,one,CD,1,237
208,used,VBN,1,27
208,expense,NN,1,3
208,death,NN,1,17
208,jingo,NN,1,1
208,claim,NN,1,1
208,said,VBD,1,70
208,real,JJ,1,13
208,want,VB,1,4
208,mediterranean,NNP,1,9
208,nation,NN,1,6
208,would,MD,1,181
208,remember,VB,1,18
208,good,JJ,1,77
208,big,JJ,1,2
208,war,NN,1,19
208,led,VBD,1,7
208,frightened,VBD,1,1
208,wished,VBD,1,4
208,came,VBD,1,30
208,immensely,RB,1,1
208,wrote,VBD,1,19
208,nearly,RB,1,7
208,childhood,NN,1,1
208,told,VBD,1,14
208,old,JJ,1,42
208,happiest,JJS,1,1
207,policy,NN,1,3
207,made,VBN,1,41
208,blank,NN,1,4
207,word,NN,1,43
207,dreadfully,RB,1,1
207,sir,NNP,1,8
207,language,NN,1,11
207,turned,VBN,1,7
207,besides,IN,1,1
207,final,JJ,1,6
207,worked,VBD,1,5
207,think,VBP,1,44
207,written,VBN,1,30
207,foreign,JJ,1,11
207,still,RB,1,42
207,gave,VBD,1,8
207,stopped,VBD,1,3
207,hardly,RB,1,15
207,hawked,VBN,1,1
207,none,NN,1,10
207,done,VBN,1,26
207,round,VBP,1,19
207,dross,NN,1,1
207,get,VB,1,23
207,enough,RB,1,19
207,spoke,VBD,1,5
207,form,NN,1,15
207,gone,VBN,1,10
207,beard,NN,1,1
207,many,JJ,1,40
207,according,VBG,1,3
207,tell,VBP,1,17
207,however,RB,1,13
208,fleet,NN,1,3
208,service,NN,1,3
209,gave,VBD,1,9
209,young,JJ,1,13
209,bit,NN,1,6
209,got,VBD,1,21
209,familiar,JJ,1,1
209,look,VB,1,17
209,three,CD,1,13
209,another,DT,1,46
209,tag,NN,1,3
209,make,VB,1,27
209,ninepence,NN,1,2
209,excellent,JJ,1,3
209,drinking,VBG,1,1
209,flurried,VBN,1,1
209,lying,VBG,1,8
209,two,CD,1,56
209,mean,VB,1,16
209,credit,NN,1,1
209,continued,VBD,1,2
209,stir,VB,1,2
209,slab,NN,1,1
209,advantage,NN,1,3
209,til,NNP,1,1
209,way,NN,1,44
209,woman,NN,1,3
209,change,NN,1,13
209,thick,JJ,1,2
209,sir,NNP,1,9
209,back,RB,1,12
209,much,JJ,1,42
209,still,RB,1,43
209,ninepence,JJ,1,3
209,margarine,NN,1,2
208,work,NN,1,17
209,well,UH,1,44
208,small,JJ,1,8
208,horror,NN,1,2
208,roll,VB,1,1
208,morocco,NNP,1,2
208,corker,NN,1,1
208,even,RB,1,66
208,ago,RB,1,13
208,famous,JJ,1,10
208,lived,VBN,1,10
208,feat,NN,1,1
208,moment,NN,1,15
208,next,RB,1,10
208,deny,VB,1,2
208,fight,VB,1,6
208,none,NN,1,11
208,put,VB,1,17
208,say,VBP,1,71
208,time,NN,1,55
208,enough,RB,1,20
208,part,NN,1,29
208,anything,NN,1,7
208,kept,VBD,1,6
208,authorship,NN,1,2
208,great,JJ,1,108
208,immense,JJ,1,1
208,sold,VBD,1,4
208,write,VB,1,25
209,one,CD,1,238
209,hurry,NN,1,3
211,together,RB,1,7
211,deal,NN,1,8
215,sentence,NN,1,8
214,common,JJ,1,14
214,hundred,CD,1,14
214,soap,NN,1,1
214,even,RB,1,67
214,jack,NNP,1,3
214,hardly,RB,1,16
214,use,NN,1,23
214,make,VB,1,28
214,repeated,VBN,1,2
214,material,NN,1,5
214,useful,JJ,1,7
214,five,CD,1,5
214,absolute,JJ,1,4
214,always,RB,1,27
214,enough,RB,1,21
214,attractive,JJ,1,5
214,politician,NN,1,1
214,distress,NN,1,1
214,king,NN,1,5
214,word,NN,1,44
214,made,VBN,1,42
214,value,NN,1,6
214,study,NN,1,2
214,one,CD,1,239
214,ever,RB,1,25
215,forgotten,VBN,1,4
215,exuberance,NN,1,1
215,used,VBN,1,28
215,find,VBP,1,20
215,people,NNS,1,67
214,humble,JJ,1,1
214,listen,VB,1,1
215,fraternity,NN,1,1
214,often,RB,1,18
214,familiar,JJ,1,2
214,best,JJS,1,10
214,eleven,NNS,1,4
214,would,MD,1,182
214,eighty,CD,1,1
214,graceful,JJ,1,1
214,human,JJ,1,22
214,affix,NN,1,1
214,rest,NN,1,11
214,embarrassment,NN,1,1
214,brutal,JJ,1,1
214,necessary,JJ,1,7
214,violence,NN,1,1
214,phrase,NN,1,11
214,nearly,RB,1,8
214,certain,JJ,1,34
214,men,NNS,1,106
214,sticking,VBG,1,2
214,moreover,RB,1,1
214,comes,VBZ,1,10
214,come,VB,1,25
214,admired,VBN,1,1
214,chasm,NN,1,1
214,work,VB,1,18
214,soft,JJ,1,2
214,expand,VB,1,1
214,various,JJ,1,10
214,long,JJ,1,39
214,older,JJR,1,4
215,x,NN,1,2
215,hesitant,JJ,1,1
214,glue,NN,1,1
215,something,NN,1,29
215,ancient,JJ,1,5
215,b,NN,1,2
215,reverend,NN,1,2
215,wealth,NN,1,8
215,piling,VBG,1,1
215,give,VBP,1,23
215,alone,RB,1,6
215,hardly,RB,1,17
215,life,NN,1,27
215,satisfactory,JJ,1,2
215,put,VBD,1,18
215,end,NN,1,13
215,repeated,VBN,1,3
215,say,VBP,1,72
215,c,NN,1,4
215,fine,JJ,1,8
215,time,NN,1,56
215,title,NN,1,4
215,sort,NN,1,19
215,politician,NN,1,2
215,heart,NN,1,15
215,horn,NN,1,1
215,gone,VBN,1,11
215,also,RB,1,69
215,value,NN,1,7
215,fear,VB,1,5
215,great,JJ,1,109
215,one,CD,1,240
215,flood,NN,1,2
215,also,RB,1,70
215,long,RB,1,40
215,conversation,NN,1,3
215,making,VBG,1,9
215,rhythmical,JJ,1,1
215,calling,VBG,1,2
215,empty,JJ,1,3
215,tide,NN,1,6
215,private,JJ,1,5
215,worst,JJS,1,5
215,thought,VBD,1,24
215,detestable,JJ,1,1
215,liturgical,JJ,1,1
215,wordy,JJ,1,1
215,line,NN,1,20
215,felt,VBD,1,5
215,short,JJ,1,7
215,native,JJ,1,4
215,came,VBD,1,31
215,alphabet,NN,1,2
215,ecclesiastical,JJ,1,3
215,ritual,NN,1,1
215,phrase,NN,1,12
215,thing,NN,1,87
215,men,NNS,1,107
215,advantage,NN,1,4
215,refrain,NN,1,1
215,knew,VBD,1,13
215,way,NN,1,45
215,peculiar,JJ,1,4
215,hear,VB,1,5
215,national,JJ,1,4
215,modern,JJ,1,41
214,less,JJR,1,18
214,force,VB,1,7
211,may,MD,1,84
212,mind,NN,1,38
212,lack,VBP,1,3
212,even,RB,1,68
212,versatile,JJ,1,1
212,much,JJ,1,43
212,little,JJ,1,88
212,drunk,JJ,1,1
212,express,VB,1,3
212,tongue,NN,1,8
212,bring,VB,1,5
212,repetitive,JJ,1,1
212,depth,NN,1,1
212,say,VBP,1,73
212,even,RB,1,69
212,sort,NN,1,20
212,adventure,NN,1,6
212,promise,NN,1,1
212,illustrate,VB,1,1
212,faltering,VBG,1,1
212,tell,VB,1,18
212,knight,NN,1,4
212,abound,VBP,1,1
212,apparent,JJ,1,2
212,mercurial,JJ,1,1
212,value,NN,1,8
212,jewel,NN,1,1
212,great,JJ,1,110
212,paradise,NNP,1,6
212,dark,JJ,1,5
213,precious,JJ,1,1
212,expression,NN,1,4
212,addition,NN,1,2
213,poignant,JJ,1,1
212,stuck,VBN,1,2
211,like,IN,1,66
212,weight,NN,1,1
212,proceeds,VBZ,1,1
212,point,NN,1,15
212,chess,NN,1,2
212,serene,JJ,1,1
212,laziness,NN,1,1
212,disorderly,JJ,1,1
212,pleasure,NN,1,8
212,blue,JJ,1,4
212,vehicle,NN,1,1
212,introduce,VBP,1,2
212,play,NN,1,5
212,head,NN,1,13
212,redundant,JJ,1,1
212,singular,JJ,1,2
212,u,FW,1,1
212,younger,JJR,1,2
212,weak,JJ,1,2
212,effect,NN,1,17
212,complaint,NNP,1,1
212,prose,NN,1,12
212,two,CD,1,57
212,antiquity,NN,1,4
212,pen,NN,1,2
212,diversity,NN,1,1
212,lover,NNP,1,3
212,green,JJ,1,7
212,double,JJ,1,5
213,eye,NN,1,6
213,name,NN,1,28
214,find,VBP,1,21
213,dick,NNP,1,1
213,written,VBN,1,31
213,much,JJ,1,44
213,moment,NN,1,16
213,emphasis,NN,1,2
213,choice,NN,1,1
213,absurdly,RB,1,2
213,say,VBP,1,74
213,pleasant,JJ,1,3
213,even,RB,1,70
213,five,CD,1,6
213,recall,VB,1,1
213,meet,VBP,1,3
213,goes,VBZ,1,6
213,neatly,RB,1,1
213,part,NN,1,30
213,road,NN,1,9
213,bo,NN,1,1
213,turbot,NN,1,1
213,difference,NN,1,7
213,add,VBP,1,3
213,bump,NN,1,1
213,seize,VB,1,1
213,thus,RB,1,15
213,like,IN,1,67
213,might,MD,1,28
213,sentence,NN,1,9
213,breath,NN,1,1
214,rhetorical,JJ,1,1
214,moreover,RB,1,2
213,function,NN,1,1
213,remark,NN,1,3
213,glibly,RB,1,1
213,easy,JJ,1,5
213,conversation,NN,1,4
213,subject,NN,1,15
213,gently,RB,1,2
213,barley,NNP,1,1
213,another,DT,1,47
213,saying,VBG,1,19
213,must,MD,1,45
213,rest,NN,1,12
213,repose,NN,1,1
213,effect,NN,1,18
213,blow,NN,1,1
213,elevating,VBG,1,1
213,gesture,NN,1,1
213,reminder,NN,1,1
213,indicative,JJ,1,1
213,yet,RB,1,31
213,man,NN,1,177
213,harry,NNP,1,1
213,comes,VBZ,1,11
213,come,VBN,1,26
213,way,NN,1,46
213,avoid,VB,1,5
213,drink,VB,1,2
213,bed,NN,1,5
213,boiled,VBN,1,2
213,something,NN,1,30
213,tumbling,VBG,1,3
213,reproach,NN,1,1
213,take,VB,1,33
142,admit,VB,1,8
133,without,IN,1,29
142,weald,NNP,1,2
53,enormous,JJ,1,15
53,poison,NN,1,1
53,suspected,VBN,1,2
53,long,JJ,1,41
53,napoleon,NNP,1,2
53,nothing,NN,1,24
53,experience,NN,1,8
53,pour,VB,1,1
53,passage,NN,1,7
53,supposed,VBN,1,1
53,race,NN,1,6
53,ago,RB,1,14
53,corrupted,JJ,1,1
53,printed,VBN,1,2
53,forbidden,VBN,1,1
53,first,RB,1,47
53,papal,JJ,1,1
53,third,NNP,1,4
53,whole,JJ,1,18
53,say,VB,1,75
53,length,NN,1,6
53,original,JJ,1,8
53,mixture,NN,1,1
53,god,NNP,1,16
53,merely,RB,1,2
53,fine,NN,1,9
53,time,NN,1,57
