page,token,pos,counts,cumulative_sum
182,may,MD,1,63
182,middle,NNP,1,3
182,distance,NN,1,1
182,invention,NN,1,1
182,nonsense,NN,1,1
145,value,NN,1,1
182,quietly,RB,1,1
145,sane,JJ,1,1
182,dark,JJ,1,3
182,perhaps,RB,1,10
145,separate,JJ,1,2
183,two,CD,1,38
182,thousand,CD,1,14
183,leak,NN,1,1
145,distinguishing,JJ,1,1
183,think,VB,1,21
183,much,JJ,1,21
183,little,JJ,1,70
183,corner,NN,1,2
183,moment,NN,1,6
183,yard,NN,1,1
183,instead,RB,1,2
145,declare,VB,1,1
145,nothing,NN,1,12
183,easily,RB,1,2
183,vogue,NN,1,1
183,currency,NN,1,1
183,could,MD,1,46
183,put,VB,1,6
183,done,VBN,1,17
183,whole,JJ,1,9
145,faith,NN,1,1
145,various,JJ,1,5
183,seem,VB,1,6
183,upset,VBP,1,1
183,blessing,NN,1,1
183,swarthy,JJ,1,1
183,origin,NN,1,3
145,son,NN,1,3
183,therefore,RB,1,3
183,ordinary,JJ,1,5
145,thoroughly,RB,1,1
183,deck,NN,1,1
183,lower,JJR,1,1
183,men,NNS,1,84
183,particular,JJ,1,13
183,come,VBP,1,12
145,foreign,JJ,1,9
145,food,NN,1,5
145,intensity,NN,1,2
183,foot,NN,1,1
183,delightful,JJ,1,1
145,universally,RB,1,1
145,note,VB,1,5
183,invite,VB,1,1
183,lee,NN,1,6
183,wind,NN,1,14
145,meaning,VBG,1,3
183,contraption,NN,1,1
183,easier,JJR,1,1
145,admitted,VBN,1,1
183,nothing,NN,1,13
183,need,VBP,1,5
145,religious,JJ,1,2
182,picture,NN,1,6
185,better,RB,1,8
182,must,MD,1,30
181,without,IN,1,17
181,high,JJ,1,3
146,though,RB,1,29
181,never,RB,1,27
182,used,VBN,1,17
146,local,JJ,1,1
182,sailed,VBN,1,3
146,two,CD,1,39
182,apparently,RB,1,1
146,wealthy,JJ,1,9
182,try,VB,1,1
182,history,NN,1,14
182,late,JJ,1,3
146,understand,VB,1,8
182,channel,NNP,1,3
182,barge,NN,1,1
146,us,PRP,1,23
182,wrong,JJ,1,10
146,royal,NNP,1,1
182,surely,RB,1,1
146,rank,NN,1,2
182,flat,JJ,1,2
182,rig,NN,1,3
181,one,NN,1,198
146,thing,NN,1,60
181,craft,NN,1,5
181,room,NN,1,7
181,rarely,RB,1,1
181,matter,NN,1,20
146,often,RB,1,8
146,experience,NN,1,4
181,time,NN,1,36
181,enough,JJ,1,10
146,scotch,NNP,1,1
146,nevertheless,RB,1,1
181,astern,RB,1,1
146,national,JJ,1,3
146,half,NN,1,3
181,judgment,NN,1,4
146,finding,NN,1,3
181,purchase,NN,1,12
146,country,NN,1,15
181,close,JJ,1,3
181,abeam,NN,1,1
146,strength,NN,1,1
146,men,NNS,1,85
181,see,VB,1,22
146,quite,RB,1,23
181,let,VB,1,10
146,alphabet,NN,1,1
146,came,VBD,1,22
182,could,MD,1,47
182,scholarship,NN,1,1
182,deep,JJ,1,1
146,real,JJ,1,10
146,among,IN,1,7
146,northern,JJ,1,3
146,remarkable,JJ,1,5
182,adopted,VBD,1,2
182,beat,VB,1,3
182,breeze,NN,1,1
182,origin,NN,1,4
146,instead,RB,1,3
146,southern,JJ,1,1
182,think,VB,1,22
146,body,NN,1,1
146,people,NNS,1,44
182,even,RB,1,42
182,however,RB,1,6
182,gave,VBD,1,2
146,number,NN,1,17
182,renaissance,NNP,1,1
182,first,RB,1,27
146,spelling,NN,1,1
182,lot,NN,1,3
182,sail,VB,1,7
182,worth,JJ,1,5
182,perfected,VBN,1,1
146,three,CD,1,5
182,strong,JJ,1,3
146,determine,VB,1,1
146,print,NN,1,2
182,understand,VB,1,9
146,barred,VBN,1,1
146,led,VBN,1,3
182,leeway,NN,1,2
182,thing,NN,1,61
182,arrive,VBP,1,1
146,different,JJ,1,7
182,forbidding,VBG,1,1
182,come,VBN,1,13
146,sure,JJ,1,1
182,unspoken,JJ,1,1
182,drawback,NN,1,1
146,similar,JJ,1,1
182,know,VBP,1,28
146,populace,NN,1,1
182,long,JJ,1,21
182,dutch,NNP,1,2
182,also,RB,1,49
182,yesterday,NN,1,1
182,space,NN,1,4
183,boom,NN,1,1
183,large,JJ,1,9
183,skill,NN,1,1
185,debtor,NN,1,1
185,gaze,VBP,1,1
185,clear,JJ,1,2
185,page,NN,1,3
185,unexpected,JJ,1,1
185,left,VBD,1,2
185,literature,NN,1,3
185,term,NN,1,3
185,mean,VBP,1,10
185,aspect,NN,1,3
185,thing,NN,1,62
185,well,RB,1,30
185,nearly,RB,1,3
185,emotion,NN,1,3
185,removed,VBN,1,1
185,quite,RB,1,24
144,made,VBD,1,21
185,man,NN,1,153
144,really,RB,1,8
144,strange,JJ,1,2
185,country,NN,1,16
185,unexpressed,JJ,1,1
185,knew,VBD,1,5
185,elliptically,RB,1,1
185,description,NN,1,3
144,since,IN,1,2
185,sea,NN,1,63
185,vague,JJ,1,2
184,marvel,VB,1,2
184,days,NNS,1,8
184,went,VBD,1,13
184,magical,JJ,1,1
184,brilliant,JJ,1,1
185,writing,VBG,1,8
185,begin,VB,1,1
185,name,NN,1,17
145,minority,NN,1,1
185,mere,JJ,1,10
144,never,RB,1,28
185,would,MD,1,154
185,equally,RB,1,1
185,sweeping,JJ,1,1
185,invitation,NN,1,1
144,living,VBG,1,3
185,odd,JJ,1,2
144,one,CD,1,199
185,inland,RB,1,5
185,thought,VBD,1,12
144,stumbling,VBG,1,1
185,best,JJS,1,4
144,fundamental,JJ,1,1
185,youth,NN,1,5
145,tradition,NN,1,3
185,pen,NN,1,1
144,grown,VBN,1,1
185,think,VB,1,23
144,ago,IN,1,1
185,indeed,RB,1,4
185,new,JJ,1,18
185,curious,JJ,1,4
185,wonder,VBP,1,1
185,little,JJ,1,71
144,even,RB,1,43
185,particularity,NN,1,1
185,express,VB,1,1
185,emphasis,NN,1,1
185,could,MD,1,48
185,fabricate,VBP,1,1
185,hot,JJ,1,1
144,obviously,RB,1,1
185,waste,VB,1,4
185,goes,VBZ,1,2
185,get,VB,1,7
144,think,VB,1,24
185,matter,VB,1,21
185,incessant,JJ,1,1
144,among,IN,1,8
185,fill,VB,1,1
185,opening,NN,1,1
144,astonishingly,RB,1,1
185,change,NN,1,10
185,shore,NN,1,3
144,passionate,JJ,1,1
185,match,VB,1,2
144,attachment,NN,1,1
185,perpetually,RB,1,1
185,know,VBP,1,29
185,mist,NN,1,1
144,make,VB,1,14
144,true,JJ,1,36
144,money,NN,1,30
185,something,NN,1,19
185,hope,VB,1,1
185,experience,NN,1,5
185,distant,JJ,1,2
185,mention,NN,1,1
185,common,JJ,1,8
185,mystical,JJ,1,1
185,vision,NN,1,2
185,therefore,RB,1,4
144,translate,VB,1,1
185,resurrection,NN,1,1
185,rare,JJ,1,3
184,ever,RB,1,11
145,interesting,JJ,1,2
184,revolution,NN,1,1
184,may,MD,1,64
184,curve,NN,1,1
184,horizon,NN,1,1
145,quite,RB,1,25
145,old,JJ,1,23
184,sight,NN,1,8
145,certain,JJ,1,25
145,nearly,RB,1,4
184,yet,RB,1,13
145,within,IN,1,8
184,vast,JJ,1,4
184,leisured,JJ,1,2
184,coast,NN,1,8
184,pretty,RB,1,3
184,point,NNP,1,6
145,people,NNS,1,45
145,accepted,VBN,1,1
145,inferior,JJ,1,1
145,superior,JJ,1,1
145,idea,NN,1,2
145,assembly,NN,1,1
145,strongly,RB,1,2
184,sky,NN,1,2
184,though,IN,1,30
184,fairly,RB,1,1
184,seen,VBN,1,8
145,particular,JJ,1,14
183,free,JJ,1,2
183,time,NN,1,37
183,observation,NN,1,1
145,mixed,JJ,1,1
183,fitting,JJ,1,1
145,pronunciation,NN,1,4
183,day,NN,1,29
145,least,JJS,1,5
145,peculiar,JJ,1,3
183,away,RP,1,9
183,perhaps,RB,1,11
183,prefer,VBP,1,2
145,diocesan,JJ,1,1
183,wish,VBP,1,3
145,social,JJ,1,1
183,perhaps,RB,1,12
183,never,RB,1,29
184,forgotten,VBN,1,1
184,unhappily,RB,1,1
184,chief,JJ,1,2
184,eastward,RB,1,1
145,public,JJ,1,13
145,heresy,NN,1,1
184,within,IN,1,9
184,thing,NN,1,63
184,well,RB,1,31
184,class,NN,1,8
184,wonder,VBP,1,2
184,wedge,NN,1,1
145,unreal,JJ,1,1
184,surfeit,NN,1,1
184,doubtful,JJ,1,1
145,classes,NNS,1,1
184,faint,JJ,1,1
145,said,VBD,1,53
184,thus,RB,1,8
184,hat,NN,1,3
184,say,VB,1,47
184,strait,NNP,1,1
184,time,NN,1,38
184,enough,RB,1,11
145,course,NN,1,3
184,fabricator,NN,1,1
184,theme,NN,1,3
184,novel,JJ,1,1
145,feeling,NN,1,1
184,splendid,JJ,1,3
145,feel,VB,1,2
184,unique,JJ,1,1
145,fantastic,JJ,1,1
184,gorge,NN,1,1
184,emotion,NN,1,4
184,passing,VBG,1,1
184,old,JJ,1,24
145,yet,RB,1,14
184,boat,NN,1,8
184,following,VBG,1,1
184,far,RB,1,14
184,reason,NN,1,6
184,last,JJ,1,20
184,overseas,JJ,1,1
184,wind,NN,1,15
184,modern,JJ,1,27
184,boiled,VBN,1,1
184,bill,NNP,1,1
184,landscape,NN,1,1
184,week,NN,1,4
145,scale,NN,1,4
184,tumbling,VBG,1,1
184,catching,VBG,1,2
184,happy,JJ,1,2
184,hundred,CD,1,6
184,regiment,NN,1,1
145,saying,VBG,1,10
184,strange,JJ,1,3
175,much,JJ,1,22
174,filling,VBG,1,1
175,written,VBN,1,25
155,merely,RB,1,1
163,beach,NN,1,1
163,without,IN,1,18
163,beyond,IN,1,8
163,days,NNS,1,9
163,earth,NN,1,2
164,used,VBN,1,18
164,side,NN,1,11
164,find,VB,1,5
164,benjamin,NNP,1,1
164,across,IN,1,5
164,rode,VBD,1,1
164,neat,JJ,1,1
164,try,VB,1,2
164,custom,NN,1,2
155,pope,NNP,1,1
164,got,VBD,1,4
164,tide,NN,1,2
164,prophet,NN,1,3
164,harbour,NN,1,5
155,use,VBP,1,13
164,thought,VBD,1,13
155,throng,NN,1,1
155,taking,VBG,1,1
155,original,JJ,1,3
155,longer,RB,1,1
164,fishing,NN,1,1
155,united,NNP,1,3
155,call,VB,1,1
163,much,RB,1,23
163,little,JJ,1,72
155,see,VBP,1,23
163,enormous,JJ,1,5
163,team,NN,1,1
163,properly,RB,1,2
163,life,NN,1,14
163,sail,NN,1,8
155,time,NN,1,39
155,continent,NN,1,1
163,bring,VB,1,4
163,say,VBP,1,48
163,place,NN,1,22
163,five,CD,1,1
163,get,VB,1,8
163,prospect,NN,1,1
163,road,NN,1,4
163,sort,NN,1,5
163,illimitable,JJ,1,1
163,many,JJ,1,21
163,sitting,VBG,1,1
163,call,VB,1,2
164,saying,VBG,1,11
164,luck,NN,1,1
162,taken,VBN,1,5
155,stream,NN,1,1
164,ago,RB,1,2
155,sprung,VBN,1,1
164,verse,NN,1,39
155,whilst,IN,1,1
155,theoretical,JJ,1,1
164,team,NN,1,2
164,survive,VBP,1,1
155,possessed,VBD,1,5
164,necessity,NN,1,1
164,money,NN,1,31
155,third,JJ,1,1
164,stopped,VBD,1,1
164,life,NN,1,15
164,fortune,NN,1,4
164,permitted,VBD,1,1
155,happy,JJ,1,3
164,thousand,CD,1,15
155,globe,NN,1,1
164,pleasant,JJ,1,2
155,aeroplane,NN,1,1
164,smaller,JJR,1,1
164,conqueror,NNP,1,2
164,god,NNP,1,8
164,even,RB,1,44
155,virtually,RB,1,1
164,native,JJ,1,2
164,bar,NN,1,5
164,charming,JJ,1,1
164,came,VBD,1,23
164,clean,JJ,1,1
164,reprieve,NN,1,1
155,still,RB,1,21
164,coquettish,JJ,1,1
164,surprise,NN,1,1
155,much,JJ,1,24
164,old,JJ,1,25
164,open,JJ,1,6
164,horse,NN,1,10
164,delightful,JJ,1,2
164,agreed,VBN,1,1
164,tramp,NN,1,1
164,conquering,VBG,1,1
164,upon,IN,1,84
164,steep,JJ,1,1
164,least,JJS,1,6
164,joy,NN,1,1
164,easier,JJR,1,2
164,board,NN,1,7
164,heavy,JJ,1,1
164,travail,NN,1,1
155,expanding,VBG,1,1
163,order,NN,1,6
155,fear,VBP,1,1
162,many,JJ,1,22
162,literally,RB,1,1
162,past,JJ,1,8
162,apparent,JJ,1,1
162,away,RB,1,10
162,dozen,NN,1,1
162,ever,RB,1,12
162,free,JJ,1,3
162,disbelieve,VB,1,1
162,granada,NNP,1,1
163,mass,NN,1,4
163,chief,NN,1,3
156,cunningly,RB,1,1
163,sandy,JJ,1,1
156,funny,JJ,1,1
163,working,VBG,1,1
156,beautiful,JJ,1,2
163,lateen,NN,1,3
155,physical,JJ,1,4
163,across,IN,1,6
155,north,NNP,1,14
163,point,NN,1,7
163,awkward,JJ,1,1
163,possibly,RB,1,1
162,plaster,NN,1,1
162,hospitality,NN,1,1
163,bargain,NN,1,1
162,spoke,VBD,1,2
162,low,JJ,1,4
162,near,IN,1,1
162,filth,NN,1,1
162,disease,NN,1,1
156,knead,VB,1,1
162,sides,NNS,1,1
162,still,RB,1,22
162,gave,VBD,1,3
156,hard,JJ,1,1
162,appearance,NN,1,3
162,survive,VB,1,2
162,fetch,VB,1,1
162,permitted,VBN,1,2
162,place,NN,1,23
162,fully,RB,1,1
162,air,NN,1,3
162,natural,JJ,1,1
162,shape,NN,1,1
162,wretched,JJ,1,1
162,always,RB,1,15
156,oh,UH,1,4
162,stood,VBD,1,1
156,greatness,NN,1,1
163,said,VBD,1,54
163,struck,VBD,1,1
163,moors,NNP,1,1
163,bear,VB,1,1
163,walk,NN,1,1
155,since,IN,1,3
163,deck,NN,1,2
163,told,VBD,1,2
155,hill,NN,1,5
163,care,VBP,1,3
163,open,JJ,1,7
163,took,VBD,1,6
163,heaven,NNP,1,4
163,mixed,JJ,1,2
163,aside,RB,1,1
163,dusty,JJ,1,1
163,wet,JJ,1,7
163,six,CD,1,1
163,something,NN,1,20
163,poor,JJ,1,6
163,afford,VB,1,1
163,therefore,RB,1,5
163,take,VB,1,20
163,fetching,VBG,1,1
163,journey,NN,1,6
163,hundred,CD,1,7
155,day,NN,1,30
163,though,IN,1,31
163,height,NN,1,2
155,burnt,JJ,1,3
163,hillock,NN,1,1
163,gang,NN,1,1
163,nearest,JJS,1,3
163,land,NN,1,15
163,incredible,JJ,1,1
155,sell,VB,1,1
155,outwards,RB,1,1
163,spend,VB,1,1
163,suddenly,RB,1,2
163,sea,NN,1,64
155,wish,VB,1,4
163,good,JJ,1,60
163,two,CD,1,40
163,human,JJ,1,11
163,coast,NN,1,9
163,run,VB,1,3
163,price,NN,1,1
163,ropes,NNS,1,17
163,dead,JJ,1,7
163,full,JJ,1,3
163,saw,VBD,1,8
155,dear,RB,1,4
163,intended,VBD,1,1
155,political,JJ,1,1
164,courtesy,NN,1,1
155,company,NN,1,2
165,high,JJ,1,4
154,mercy,NN,1,1
154,round,JJ,1,9
165,north,NN,1,15
154,make,VB,1,15
154,boy,NN,1,3
154,life,NN,1,16
166,side,NN,1,12
166,mood,NN,1,6
166,fate,NN,1,3
166,name,NN,1,18
166,lay,VBD,1,6
166,point,NN,1,8
154,person,NN,1,5
166,tiny,JJ,1,1
154,brown,JJ,1,8
166,worse,JJR,1,1
166,fairly,RB,1,2
166,depend,VB,1,1
166,bag,NN,1,1
154,early,JJ,1,7
154,still,RB,1,23
154,colour,NN,1,1
166,land,NN,1,16
165,went,VBD,1,14
165,speak,VB,1,2
154,turkey,NNP,1,3
165,compare,VB,1,4
165,indeed,RB,1,5
165,monotonously,RB,1,1
154,sort,NN,1,6
165,enormous,JJ,1,6
165,bare,JJ,1,1
165,cross,VB,1,1
165,quarrel,VB,1,1
165,drew,VBD,1,1
165,sterile,JJ,1,1
165,shall,MD,1,7
165,place,NN,1,24
165,even,RB,1,45
165,longer,RBR,1,2
165,pointed,JJ,1,1
165,always,RB,1,16
165,pipe,NN,1,1
165,unceasing,JJ,1,1
165,attempt,NN,1,2
165,gone,VBN,1,4
165,made,VBN,1,22
154,foolish,JJ,1,1
165,paradise,NNP,1,4
154,god,NNP,1,9
166,pork,NN,1,1
154,debatable,JJ,1,1
166,would,MD,1,155
166,disappointing,JJ,1,1
166,rising,VBG,1,1
166,regular,JJ,1,1
166,lit,VBD,1,1
166,boat,NN,1,9
154,heaven,NNP,1,5
154,wandering,VBG,1,2
166,swing,NN,1,1
166,command,NN,1,1
166,last,VB,1,21
166,crest,NN,1,1
154,took,VBD,1,7
154,green,JJ,1,3
166,bread,NN,1,4
166,fall,NN,1,2
166,probably,RB,1,2
166,week,NN,1,5
154,middle,JJ,1,4
154,stand,VB,1,3
154,exactly,RB,1,7
154,season,NN,1,1
154,dish,NN,1,1
190,purpose,NN,1,1
166,cold,JJ,1,6
166,thing,NN,1,64
154,meant,VBN,1,3
166,disastrous,JJ,1,1
166,us,PRP,1,24
166,front,NN,1,1
166,scale,NN,1,5
154,powerful,JJ,1,3
166,fatiguing,JJ,1,1
166,hand,NN,1,1
166,trough,NN,1,1
166,trick,NN,1,3
154,sense,NN,1,7
154,passage,NN,1,3
154,live,VBP,1,1
154,thank,VB,1,1
166,within,IN,1,10
166,sun,NN,1,4
154,enemy,NN,1,10
154,also,RB,1,50
166,two,CD,1,41
166,therefore,RB,1,6
166,anchored,VBN,1,2
154,older,JJR,1,1
154,change,VB,1,11
166,bridge,NN,1,1
166,silver,NN,1,1
154,district,NN,1,1
165,doubt,VBP,1,4
164,grew,VBD,1,1
164,sum,NN,1,3
164,sudden,JJ,1,4
164,one,PRP,1,200
164,high,JJ,1,5
164,ever,RB,1,13
164,beyond,IN,1,9
164,earth,NN,1,3
155,throne,NN,1,1
155,rest,NN,1,1
155,must,MD,1,31
164,noon,NN,1,2
155,saying,VBG,1,12
155,rag,NN,1,1
165,rate,NN,1,7
165,anchor,NN,1,1
165,behind,IN,1,1
165,horrible,JJ,1,1
165,huge,JJ,1,3
165,agree,VB,1,1
165,slow,JJ,1,6
165,said,VBN,1,55
155,would,MD,1,156
165,less,RBR,1,6
165,rusty,JJ,1,1
155,men,NNS,1,86
155,effect,NN,1,11
154,see,VB,1,24
155,prose,NN,1,9
155,pan,NNP,1,1
164,large,JJ,1,10
155,lan,NN,1,1
164,brig,NN,1,1
164,road,NN,1,5
164,power,NN,1,8
164,sort,NN,1,7
164,heart,NN,1,11
164,ride,VB,1,1
155,man,NN,1,154
155,yet,RB,1,15
155,old,JJ,1,26
164,west,NNP,1,2
155,despair,NN,1,1
164,start,VB,1,1
155,yield,VBP,1,1
164,many,JJ,1,23
164,evil,JJ,1,1
164,lord,NNP,1,10
164,deal,NN,1,4
164,hill,NN,1,6
155,job,NN,1,3
164,write,VB,1,19
165,northward,RB,1,1
165,land,NN,1,17
155,map,NN,1,5
165,human,JJ,1,12
165,skeleton,NN,1,1
165,command,NN,1,2
155,used,VBD,1,19
165,hardly,RB,1,7
154,living,VBG,1,4
165,reason,NN,1,7
165,upon,IN,1,85
165,half,PDT,1,4
165,least,JJS,1,7
165,wind,NN,1,16
165,water,NN,1,10
165,making,VBG,1,3
165,found,VBN,1,1
154,one,CD,1,201
165,mile,NN,1,3
154,day,NN,1,31
165,difficult,JJ,1,5
165,port,NN,1,8
165,take,VB,1,21
154,past,NN,1,9
165,hundred,CD,1,8
165,strange,JJ,1,4
165,dreadful,JJ,1,1
165,man,NN,1,155
165,lit,VBD,1,2
155,one,CD,1,202
155,perish,VBP,1,3
165,must,MD,1,32
165,keep,VB,1,2
165,weariness,NN,1,1
165,unbroken,JJ,1,1
165,ease,NN,1,2
165,saw,VBD,1,9
155,nobody,NN,1,1
165,us,PRP,1,25
165,sleep,VB,1,8
165,night,NN,1,3
155,abandoned,VBN,1,1
165,commanding,VBG,1,1
165,though,IN,1,32
155,printing,VBG,1,1
155,strict,JJ,1,3
165,thing,NN,1,65
155,people,NNS,1,46
155,superb,JJ,1,1
165,year,NN,1,8
165,atlantic,NNP,1,2
165,coming,VBG,1,1
155,mankind,NNP,1,5
162,tied,VBD,1,1
162,lump,NN,1,1
149,group,NN,1,1
157,suggest,VB,1,5
159,pacify,VB,1,1
159,thing,NN,1,66
159,extraordinarily,RB,1,1
157,serve,VB,1,1
159,especially,RB,1,7
159,whose,WP$,1,6
159,reality,NN,1,1
159,statement,NN,1,5
159,painful,JJ,1,1
157,war,NN,1,13
159,pure,JJ,1,3
159,confine,VB,1,1
159,exact,JJ,1,4
157,document,NN,1,1
157,good,RB,1,61
159,wind,NN,1,17
157,another,DT,1,33
159,heaven,NNP,1,6
159,know,VBP,1,30
159,lovely,JJ,1,1
159,face,NN,1,1
159,stark,NNP,1,1
159,love,VBP,1,7
159,information,NN,1,1
159,governing,VBG,1,1
159,alone,RB,1,3
159,hand,NN,1,2
158,record,NN,1,4
157,habit,NN,1,4
157,courage,NN,1,4
158,without,IN,1,19
158,ever,RB,1,14
157,two,CD,1,42
159,lead,VB,1,1
157,reading,VBG,1,1
159,frighten,VB,1,1
159,daughter,NN,1,1
157,lying,VBG,1,5
159,tide,NN,1,3
159,channel,NNP,1,4
159,best,JJS,1,5
159,grip,NN,1,1
159,statistics,NNS,1,15
159,adverse,JJ,1,1
157,advertisement,NN,1,2
157,intelligence,NN,1,4
159,tactless,JJ,1,1
159,coast,NN,1,10
157,unregretted,JJ,1,1
159,rest,NN,1,2
159,next,JJ,1,4
159,damnable,JJ,1,1
162,small,JJ,1,2
160,track,NN,1,1
160,unfortunate,JJ,1,4
160,us,PRP,1,26
160,sometimes,RB,1,1
160,night,NN,1,4
160,twice,RB,1,1
160,daylight,NN,1,1
160,direction,NN,1,2
157,said,VBD,1,56
160,way,NN,1,21
160,hour,NN,1,8
160,mud,NN,1,6
160,fall,VB,1,3
157,death,NN,1,12
160,sign,NN,1,1
160,dusty,JJ,1,2
157,works,VBZ,1,3
157,duty,NN,1,8
160,distant,JJ,1,3
160,thick,JJ,1,1
160,also,RB,1,51
160,saved,VBN,1,1
157,side,JJ,1,13
160,morocco,NNP,1,1
157,struck,VBN,1,2
160,full,JJ,1,4
159,shall,MD,1,8
160,glimmering,VBG,1,1
159,god,NNP,1,10
157,statistics,NNS,1,16
159,chaotic,JJ,1,1
157,would,MD,1,157
157,root,NN,1,1
159,ask,VB,1,4
159,coast,NNP,1,11
159,goddess,NN,1,1
159,west,NNP,1,3
159,firm,JJ,1,4
159,call,NN,1,3
159,truth,NNP,1,15
160,already,RB,1,4
160,reach,VB,1,3
160,feverish,JJ,1,1
160,grass,NN,1,4
157,produced,VBN,1,7
160,darkness,NN,1,1
160,sea,NN,1,65
160,turning,VBG,1,1
160,telling,VBG,1,1
160,every,DT,1,16
160,determine,VB,1,2
157,spring,NN,1,1
158,spire,NNP,1,1
157,talk,VB,1,1
158,fair,JJ,1,2
158,anyhow,RB,1,1
157,use,VBP,1,14
157,back,RB,1,3
158,channel,NNP,1,5
158,sea,NN,1,66
158,blue,JJ,1,1
158,note,VB,1,6
157,paper,NN,1,6
158,document,NN,1,2
158,stream,NNP,1,2
158,strike,VB,1,2
158,outside,IN,1,2
158,creed,NN,1,1
158,doom,NN,1,1
158,exception,NN,1,1
158,night,NN,1,5
157,chance,NN,1,1
157,third,JJ,1,2
158,especially,RB,1,8
158,care,VB,1,4
157,dread,NN,1,1
158,comes,VBZ,1,5
158,welter,NN,1,1
158,seen,VBN,1,9
158,department,NNP,1,3
158,paradise,NNP,1,5
157,suggestion,NN,1,3
157,imperative,JJ,1,1
157,policy,NN,1,1
157,many,JJ,1,24
157,wholly,RB,1,1
157,time,NNP,1,40
157,coal,NN,1,1
157,truth,NN,1,16
157,none,NN,1,5
157,since,IN,1,4
157,w,NN,1,1
157,truth,NN,1,17
157,later,RB,1,4
157,wish,VB,1,5
157,went,VBD,1,15
157,state,NN,1,11
157,danger,NN,1,1
157,longer,RBR,1,3
157,round,RB,1,10
158,used,VBD,1,20
158,contemptuous,JJ,1,1
158,please,VB,1,1
158,read,VBP,1,15
158,mill,NN,1,5
158,beloved,JJ,1,1
158,open,NN,1,8
158,avoid,VB,1,1
157,mind,NN,1,28
158,admiralty,NNP,1,3
158,admit,VB,1,5
158,shall,MD,1,9
158,get,VB,1,9
158,weather,NN,1,5
158,time,NN,1,41
157,pure,JJ,1,4
158,sort,NN,1,8
158,gone,VBN,1,5
158,firm,NN,1,5
157,public,JJ,1,14
158,falsehood,NN,1,4
157,advantage,NN,1,1
158,marble,NN,1,1
158,tell,VB,1,6
157,man,NN,1,156
158,lie,VBP,1,6
158,let,VB,1,11
158,clay,NN,1,2
157,year,NN,1,9
158,advocacy,NN,1,5
158,day,NN,1,32
158,east,JJ,1,1
158,ten,CD,1,4
157,come,VB,1,14
158,plain,JJ,1,5
157,export,NN,1,1
158,fall,NN,1,4
158,fallen,VBN,1,1
158,various,JJ,1,6
158,pilot,NN,1,3
158,blur,NN,1,1
158,passage,NN,1,4
157,import,NN,1,1
158,bronze,NN,1,1
157,cold,JJ,1,7
158,allow,VB,1,2
158,hope,VBP,1,2
158,true,JJ,1,37
158,mariner,NN,1,1
157,meant,VBN,1,4
158,pick,VBP,1,1
157,know,VB,1,31
157,bed,NN,1,3
158,diamond,NN,1,1
158,august,NNP,1,1
158,fifty,CD,1,2
157,took,VBD,1,8
157,become,VBN,1,9
156,bake,VB,1,1
156,league,NNP,1,1
160,outlandish,JJ,1,1
161,thirty,CD,1,1
161,also,RB,1,52
161,whoever,WP,1,1
161,day,NN,1,33
161,willing,JJ,1,1
161,write,VB,1,20
161,nine,CD,1,1
156,yet,RB,1,16
161,away,RB,1,11
161,one,CD,1,203
161,without,IN,1,20
161,high,JJ,1,6
161,beyond,IN,1,10
161,earth,NN,1,4
161,went,VBD,1,16
161,tawny,NN,1,1
161,perhaps,RB,1,13
161,patient,NN,1,1
161,north,NNP,1,16
161,crawling,VBG,1,1
156,men,NNS,1,87
156,year,NN,1,10
162,stagnation,NN,1,1
162,filthy,JJ,1,1
161,isolate,VBP,1,1
161,feared,VBD,1,1
156,green,JJ,1,4
156,stand,VBP,1,4
161,stream,NN,1,3
161,even,RB,1,46
161,much,JJ,1,25
156,division,NN,1,1
156,square,VB,1,1
156,work,VB,1,7
156,morals,NNS,1,5
161,gave,VBD,1,4
161,shrub,NN,1,1
161,fifty,CD,1,3
161,true,JJ,1,38
161,life,NN,1,17
161,damnable,JJ,1,2
161,could,MD,1,49
161,original,JJ,1,4
161,five,CD,1,2
156,reason,NN,1,8
161,metaphor,NN,1,1
161,crossed,VBD,1,1
161,dry,JJ,1,2
161,many,JJ,1,25
161,morning,NN,1,3
161,see,VB,1,25
162,find,VB,1,6
162,plateau,NN,1,1
162,name,NN,1,19
156,talk,VB,1,2
162,mosque,NNP,1,1
156,blue,NN,1,2
162,height,NN,1,3
162,meanwhile,NN,1,1
156,canon,NN,1,1
162,prepared,VBN,1,1
156,proved,VBN,1,3
156,juggle,VB,1,1
162,upon,IN,1,86
162,told,VBD,1,3
162,men,NNS,1,88
162,country,NN,1,17
162,refusing,VBG,1,1
156,nation,NN,1,3
156,thought,NN,1,14
162,far,RB,1,15
162,importance,NN,1,4
162,leaving,VBG,1,2
156,smooth,VB,1,1
162,mud,NN,1,7
162,upon,IN,1,87
156,less,JJR,1,7
162,bank,NN,1,4
162,sky,NN,1,3
156,world,NN,1,20
156,anything,NN,1,2
162,stout,NN,1,2
162,mere,JJ,1,11
162,flatly,RB,1,1
156,within,IN,1,11
156,everybody,NN,1,3
162,history,NN,1,15
162,con,VBP,1,1
162,sure,JJ,1,2
162,incredible,JJ,1,2
162,sea,NN,1,67
162,front,JJ,1,2
162,cumbrously,RB,1,1
156,eat,VB,1,3
162,scale,NN,1,6
162,going,VBG,1,11
162,axle,NN,1,1
162,accumulation,NN,1,1
162,present,JJ,1,2
